_id,MUNICIPALITY,LAST_NAME,FIRST_NAME,OFFICE_FILLED,VOTES_FOR_CANDIDATE,VOTES_FOR_OFFICE,ELECTED_OR_ACCLAIMED,COUNCIL_INCUMBENT,OFFICE_INCUMBENT,OFFICE_SUBJECT_TO_RECOUNT
1888,Papineau-Cameron Tp,Dillabough,Keith Clarke,Local Councillor,232,1212,Elected,No,No,No
1889,Papineau-Cameron Tp,Chenier,Mélanie,Local Councillor,177,1212,Elected,No,No,No
1890,Papineau-Cameron Tp,Bélanger,Jason,Local Councillor,189,1212,Elected,No,No,No
1891,Parry Sound T,McGarvey,Jamie,Mayor,1282,2190,Elected,Yes,Yes,No
1892,Parry Sound T,Borneman,Paul,Local Councillor,1467,9856,Elected,Yes,Yes,No
1893,Parry Sound T,Keith,Bonnie,Local Councillor,1472,9856,Elected,Yes,Yes,No
1894,Parry Sound T,McCann,Doug,Local Councillor,1195,9856,Elected,Yes,Yes,No
1895,Parry Sound T,Ashford,George,Local Councillor,1110,9856,Elected,No,No,No
1896,Parry Sound T,McDonald,Chris,Local Councillor,1158,9856,Elected,No,No,No
1897,Parry Sound T,Beleskey,Joe,Local Councillor,1082,9856,Elected,No,No,No
1898,Pelee Tp,Miller,Cathy,Mayor,273,319,Elected,No,No,No
1899,Pelee Tp,DeLellis,David,Local Councillor,232,1049,Elected,Yes,Yes,No
1900,Pelee Tp,Malloch,Dayne,Local Councillor,257,1049,Elected,Yes,Yes,No
1901,Pelee Tp,Smith Ouellette,Sherri,Local Councillor,201,1049,Elected,Yes,Yes,No
1902,Pelee Tp,Briggs-Crawford,Stephanie,Local Councillor,194,1049,Elected,No,No,No
1903,Pelham T,Junkin,Marvin,Mayor,2967,5145,Elected,Yes,Yes,No
1904,Pelham T,Olson,Wayne,Local Councillor,,,Acclaimed,Yes,Yes,No
1905,Pelham T,Hildebrandt,Robert,Local Councillor,,,Acclaimed,Yes,Yes,No
1906,Pelham T,Wink,John,Local Councillor,1355,3633,Elected,Yes,Yes,No
1907,Pelham T,Ker,Kevin,Local Councillor,,,Acclaimed,No,No,No
1908,Pelham T,Eckhardt,Brian,Local Councillor,988,3633,Elected,No,No,No
1909,Pelham T,Niznik,Shellee,Local Councillor,,,Acclaimed,No,No,No
1910,Pembroke C,Gervais,Ron,Mayor,,,Acclaimed,Yes,No,No
1911,Pembroke C,Abdallah,Brian,Local Councillor,2238,,Elected,Yes,Yes,No
1912,Pembroke C,Jacyno,Ed,Local Councillor,1433,,Elected,Yes,Yes,No
1913,Pembroke C,Lafreniere,Patricia,Local Councillor,1800,,Elected,Yes,Yes,No
1914,Pembroke C,Plummer,Andrew,Local Councillor,1855,,Elected,Yes,Yes,No
1915,Pembroke C,Kuehl,Ian,Local Councillor,1935,,Elected,No,No,No
1916,Pembroke C,Purcell,Troy,Local Councillor,1146,,Elected,No,No,No
1917,Penetanguishene T,Rawson,Doug,Mayor,1808,2943,Elected,No,No,No
1918,Penetanguishene T,Leroux,Doug,Local Councillor,1670,12757,Elected,Yes,No,No
1919,Penetanguishene T,Vadeboncoeur,George,Local Councillor,1306,12757,Elected,Yes,Yes,No
1920,Penetanguishene T,Desroches,Bonita,Local Councillor,1362,12757,Elected,No,No,No
1921,Penetanguishene T,Marchand,Suzanne,Local Councillor,1384,12757,Elected,No,No,No
1922,Penetanguishene T,Waters,Bill,Local Councillor,1268,12757,Elected,No,No,Yes
1923,Penetanguishene T,LaRose,Dan,Deputy Mayor,1443,2943,Elected,Yes,No,No
1924,Perry Tp,Hofstetter,Norm,Mayor,,,Acclaimed,Yes,Yes,No
1925,Perry Tp,Cushman,Jim,Local Councillor,,,Acclaimed,Yes,Yes,No
1926,Perry Tp,Lumley,Joe,Local Councillor,,,Acclaimed,Yes,Yes,No
1927,Perry Tp,MacPhail,Margaret Ann,Local Councillor,,,Acclaimed,Yes,Yes,No
1928,Perry Tp,Sowrey,Paul,Local Councillor,,,Acclaimed,Yes,Yes,No
1929,Perth East Tp,Ehgoetz,Rhonda,Mayor,1621,2798,Elected,Yes,Yes,No
1930,Perth East Tp,Brodhagen,Amanda,Local Councillor,457,706,Elected,Yes,Yes,No
1931,Perth East Tp,MacAlpine,Andrew,Local Councillor,294,525,Elected,Yes,Yes,No
1932,Perth East Tp,Matheson,Jeremy,Local Councillor,306,370,Elected,Yes,Yes,No
1933,Perth East Tp,Smith,Jerry,Local Councillor,464,581,Elected,Yes,Yes,No
1934,Perth East Tp,McMillan,Bob,Local Councillor,248,651,Elected,No,No,No
1935,Perth East Tp,McDermid,Hugh,Deputy Mayor,,,Acclaimed,Yes,Yes,No
1936,Perth South Tp,Aitcheson,Jim,Mayor,,,Acclaimed,Yes,No,No
1937,Perth South Tp,Corriveau,Sam,Local Councillor,835,1170,Elected,Yes,Yes,No
1938,Perth South Tp,Martin,Jaime,Local Councillor,804,1170,Elected,Yes,Yes,No
1939,Perth South Tp,Orr,Sue,Local Councillor,876,1170,Elected,Yes,Yes,No
1940,Perth South Tp,Wilhelm,Robert,Local Councillor,788,1170,Elected,Yes,No,No
1941,Perth South Tp,Bell,Mark,Local Councillor,634,1170,Elected,No,No,No
1942,Perth South Tp,Van Nes,Jim,Local Councillor,640,1170,Elected,No,No,No
1943,Perth T,Brown,Judy,Mayor,983,2495,Elected,Yes,No,No
1944,Perth T,Bird,Dave,Local Councillor,1657,10063,Elected,Yes,Yes,No
1945,Perth T,Smith,Barry,Local Councillor,826,10063,Elected,Yes,Yes,No
1946,Perth T,Boldt,Jim,Local Councillor,1150,10063,Elected,No,No,No
1947,Perth T,McRae,Isabel Anne,Local Councillor,1387,10063,Elected,No,No,No
1948,Perth T,Waterfield,Gary,Local Councillor,1360,10063,Elected,No,No,No
1949,Perth T,McPherson,Ed,Deputy Mayor,,,Acclaimed,Yes,Yes,No
1950,Petawawa T,Serviss,Gary,Mayor,2446,3301,Elected,Yes,No,No
1951,Petawawa T,Carmody,James,Local Councillor,1760,15451,Elected,Yes,Yes,No
1952,Petawawa T,Rutz,Murray,Local Councillor,1773,15451,Elected,Yes,Yes,No
1953,Petawawa T,Sabourin,Theresa,Local Councillor,2128,15451,Elected,Yes,Yes,No
1954,Petawawa T,Coutu,Lisa,Local Councillor,1497,15451,Elected,No,No,No
1955,Petawawa T,Donovan,Karen,Local Councillor,1565,15451,Elected,No,No,No
1956,Petawawa T,Driscoll,Adam,Local Councillor,1617,15451,Elected,No,No,No
1957,Peterborough C,Leal,Jeff,Mayor,12911,26174,Elected,No,No,No
1958,Peterborough C,Baldwin,Gary,Local Councillor,3326,8301,Elected,Yes,Yes,No
1959,Peterborough C,Beamer,Andrew,Local Councillor,4003,10458,Elected,Yes,Yes,No
1960,Peterborough C,Parnell,Lesley,Local Councillor,3132,7732,Elected,Yes,Yes,No
1961,Peterborough C,Riel,Keith,Local Councillor,2964,8301,Elected,Yes,Yes,No
1962,Peterborough C,Vassiliadis,Don,Local Councillor,2469,10254,Elected,Yes,Yes,No
1963,Peterborough C,Duguay,Kevin,Local Councillor,1943,7732,Elected,No,No,No
1964,Peterborough C,Crowley,Matt,Local Councillor,2871,10254,Elected,No,No,No
1965,Peterborough C,Bierk,Alex,Local Councillor,2600,8445,Elected,No,No,No
